lq,hq
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00134_洇00134_073.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00134_原00134_073.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00134_洇00134_074.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00134_原00134_074.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00134_洇00134_079.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00134_原00134_079.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_005.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_005.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_008.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_008.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_017.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_017.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_042.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_042.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_049.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_049.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_057.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_057.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_060.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_060.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_061.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_061.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_062.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_062.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00135_洇00135_065.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00135_原00135_065.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_002.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_002.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_008.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_008.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_012.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_012.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_024.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_024.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_033.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_033.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00136_洇00136_039.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00136_原00136_039.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00137_洇00137_011.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00137_原00137_011.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00137_洇00137_013.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00137_原00137_013.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00137_洇00137_014.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00137_原00137_014.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00137_洇00137_015.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00137_原00137_015.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00138_洇00138_007.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00138_原00138_007.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00142_洇00142_003.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00142_原00142_003.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00143_洇00143_013.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00143_原00143_013.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00144_洇00144_003.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00144_原00144_003.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00144_洇00144_007.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00144_原00144_007.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_013.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_013.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_021.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_021.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_023.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_023.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_026.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_026.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_029.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_029.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_035.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_035.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00145_洇00145_036.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00145_原00145_036.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00146_洇00146_005.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00146_原00146_005.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00146_洇00146_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00146_原00146_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00146_洇00146_028.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00146_原00146_028.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00146_洇00146_033.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00146_原00146_033.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00147_洇00147_001.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00147_原00147_001.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00147_洇00147_003.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00147_原00147_003.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00147_洇00147_019.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00147_原00147_019.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00148_洇00148_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00148_原00148_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00148_洇00148_014.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00148_原00148_014.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00149_洇00149_001.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00149_原00149_001.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00149_洇00149_004.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00149_原00149_004.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00149_洇00149_006.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00149_原00149_006.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00150_洇00150_003.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00150_原00150_003.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00150_洇00150_005.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00150_原00150_005.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_004.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_004.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_007.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_007.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_012.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_012.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_016.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_016.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_018.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_018.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_047.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_047.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_055.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_055.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_056.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_056.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_058.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_058.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_068.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_068.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_072.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_072.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00151_洇00151_074.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00151_原00151_074.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00152_洇00152_007.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00152_原00152_007.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00152_洇00152_010.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00152_原00152_010.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_006.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_006.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_016.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_016.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_038.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_038.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_042.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_042.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_047.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_047.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_058.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_058.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_066.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_066.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_073.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_073.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_074.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_074.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_075.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_075.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00177_洇00177_077.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00177_原00177_077.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_011.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_011.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_012.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_012.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_022.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_022.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_026.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_026.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_030.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_030.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_052.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_052.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_053.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_053.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00178_洇00178_055.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00178_原00178_055.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_018.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_018.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_023.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_023.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_037.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_037.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_039.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_039.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_044.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_044.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_048.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_048.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00180_洇00180_049.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00180_原00180_049.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_005.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_005.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_006.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_006.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_007.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_007.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_011.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_011.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_020.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_020.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_030.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_030.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_050.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_050.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_056.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_056.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00181_洇00181_057.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00181_原00181_057.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_006.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_006.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_008.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_008.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_016.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_016.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_017.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_017.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_020.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_020.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_022.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_022.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_024.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_024.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_030.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_030.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_036.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_036.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_045.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_045.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_048.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_048.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_056.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_056.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_057.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_057.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_058.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_058.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00182_洇00182_068.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00182_原00182_068.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00183_洇00183_023.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00183_原00183_023.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00183_洇00183_025.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00183_原00183_025.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00185_洇00185_017.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00185_原00185_017.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00185_洇00185_024.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00185_原00185_024.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00185_洇00185_036.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00185_原00185_036.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00185_洇00185_038.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00185_原00185_038.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00185_洇00185_040.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00185_原00185_040.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_001.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_001.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_008.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_008.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_025.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_025.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_038.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_038.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_044.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_044.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_046.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_046.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_047.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_047.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_054.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_054.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_066.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_066.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00186_洇00186_072.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00186_原00186_072.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_010.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_010.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_025.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_025.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_028.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_028.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_036.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_036.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_040.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_040.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_046.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_046.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_049.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_049.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_052.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_052.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_067.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_067.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_075.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_075.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_083.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_083.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00187_洇00187_088.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00187_原00187_088.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_008.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_008.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_014.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_014.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_016.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_016.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_018.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_018.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_023.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_023.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_027.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_027.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_035.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_035.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_039.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_039.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00188_洇00188_055.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00188_原00188_055.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00189_洇00189_014.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00189_原00189_014.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00189_洇00189_015.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00189_原00189_015.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00189_洇00189_022.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00189_原00189_022.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00189_洇00189_029.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00189_原00189_029.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00189_洇00189_041.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00189_原00189_041.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00190_洇00190_006.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00190_原00190_006.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00190_洇00190_009.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00190_原00190_009.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00190_洇00190_015.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00190_原00190_015.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00190_洇00190_020.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00190_原00190_020.png
/data/xjc/训练集+测试集（首映版）/train/Blue/A/ink/00190_洇00190_029.png,/data/xjc/训练集+测试集（首映版）/train/Blue/A/origin/00190_原00190_029.png
